;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
2147;masculino;comercio;RECREATIVO-EDUCATIVO;andalucia;2;2.0;31/10/2018;4000000;microempresarial
2148;masculino;industria;carpinteria;las granjas;2;3.0;27/08/2018;5000000;microempresarial
2149;masculino;industria;fabrica de ;cabecera san cristobal;2;60.0;22/12/2016;5000000;microempresarial
2150;femenino;industria;fabrica de ;boston;3;10.0;2016/08/9;6890000;microempresarial
2151;femenino;comercio;tienda de helados;castilla;3;5.0;13/01/2017;6000000;microempresarial
2152;FEMENINO;comercio;tienda;santa cruz;2;2.0;13/10/2017;7300000;microempresarial
2153;FEMENINO;agropecuaria;criadero de animales ;altavista;2;16.0;5/09/2017;5000000;agropecuaria
2154;FEMENINO;comercio;almacen de ropa en ;guayabal;3;15.0;17/07/2017;7300000;microempresarial
2155;femenino;servicio;peluqueria;robledo;2;7.0;30/01/2018;6000000;microempresarial
2156;femenino;comercio;Almacen De Ropa En ;manrique oriental;2;3.0;1/08/2017;$ 7,377,000.00;microempresarial
2157;femenino;industria;fabrica de ;robledo;02;7.0;23/06/2017;3000000;microempresarial
2158;femenino;servicio;taller de mecanica;aranjuez;2;4.0;10/03/2017;$ 7,300,000.00;microempresarial
2159;masculino;comercio;tienda;ROBLEDO;3;7.0;1/09/2017;7377000;microempresarial
2160;masculino;servicio;comidas rapidas;enciso;01;8.0;18/12/2017;3800000;microempresarial
2161;femenino;industria;fabrica de ;villatina;2;8.0;29/10/2018;7800000;microempresarial
2162;Femenino;servicio;cafeteria;carpinelo;1;1.0;24/04/2018;7000000;microempresarial
2163;masculino;Industria;fabrica de ;cabecera san antonio ;2;80.0;30/09/2016;6800000;microempresarial
2164;femenino;comercio;almacen de ropa en ;manrique oriental;2;3.0;17/01/2018;7800000;microempresarial
2165;masculino;comercio;charcuteria;manrique central no. 2;1;3.0;28/12/2017;7000000;microempresarial
2166;femenino;industria;Cafe E Internet;robledo;3;7.0;30/05/2017;7370000;Microempresarial
2167;femenino;servicio;charcuteria;cabecera san cristobal;3;60.0;22/12/2016;6000000;microempresarial
2168;masculino;comercio;fotografia;la milagrosa;2;9.0;5/07/2017;7377000;microempresarial
2169;masculino;industria;fabrica de ;campo-valdes-no.-1;2;4.0;7/03/2018;6000000;microempresarial
2170;femenino;industria;fabrica de alimentos;guayabal;3;15.0;5/10/2017;3000000;microempresarial
2171;femenino;industria;fabrica de ;20 de julio;1;13.0;6/03/2018;7000000;microempresarial
2172;femenino;comercio;restaurante;barrio caicedo;2;9.0;22/09/2016;6890000;microempresarial
2173;femenino;industria;variedades;castilla;3;5.0;2017/06/21;7377000;microempresarial
2174;femenino;servicio;variedades;robledo;3;7.0;15/08/2017;7377000;microempresarial
2175;femenino;comercio;variedades;popular;2;1.0;10/07/2018;4000000;microempresarial
2176;femenino;comercio;variedades;tricentenario;3;5.0;2016/10/24;4000000;microempresarial
2177;femenino;servicio;peluqueria;cabecera san antonio ;2;80.0;3/08/2018;1300000;microempresarial
2178;femenino;comercio;legumbreria;cabecera san antonio ;2;80.0;2/03/2018;4000000;microempresarial
2179;femenino;industria;fabrica de ;el salvador;3;9.0;15/07/2016;3200000;microempresarial
2180;femenino;servicio;peluqueria;robledo;1;7.0;22/06/2018;5000000;microempresarial
2181;masculino;comercio;variedades;pablo vi;2;2.0;2018/06/19;7000000;microempresarial
2182;femenino;comercio;variedades;castilla;3;5.0;7/09/2017;7300000;microempresarial
2183;masculino;servicio;organización y ;Moravia;1;4.0;7/12/2016;6890000;microempresarial
2184;femenino;Industria;Fabrica De ;manrique oriental;1;3.0;20/09/2018;$ 2,000,000.00;microempresarial
2185;masculino;industria;fabrica-de-;manrique central no. 1;3;4.0;9/08/2017;7000000;microempresarial
2186;masculino;comercio;variedades;san javier no.1;03;13.0;11/09/2017;7000000;microempresarial
2187;femenino;industria;fabrica de ;la milagrosa;3;9.0;8/02/2019;8281000;microempresarial
2188;femenino;comercio;variedades;castilla;3;5.0;21/11/2018;7800000;microempresarial
2189;masculino;industria;carpinteria;kennedy;2;6.0;20/11/2017;$ 7,000,000.00;microempresarial
2190;femenino;comercio;variedades;blanquizal;1;13.0;3/06/2016;5000000;microempresarial
2191;FEMENINO;servicio;peluqueria;manrique central no. 2;1;3.0;6/12/2017;$ 7,300,000.00;microempresarial
2192;femenino;Comercio;variedades;popular;2;1.0;11/04/2018;5000000;microempresarial
2193;masculino;industria;jardineria;cabecera san antonio ;3;80.0;25/04/2019;2000000;microempresarial
2194;femenino;comercio;tienda;enciso;1;8.0;29/11/2017;7300000;microempresarial
2195;femenino;servicio;variedades;la sierra;1;8.0;19/10/2017;7370000;microempresarial
2196;femenino;industria;fabrica de ;belen;2;16.0;22/09/2017;6000000;microempresarial
2197;femenino;industria;fabrica de ;belen;3;16.0;2/06/2017;7377000;microempresarial
2198;masculino;comercio;cafe e internet;villa niza;2;2.0;19/05/2017;7377000;microempresarial
2199;femenino;comercio;comidas rapidas;tricentenario;3;5.0;26/04/2017;5000000;microempresarial
2200;masculino;comercio;taller de mecanica;santander;2;6.0;3/05/2018;3500000;microempresarial
2201;masculino;servicio;tienda;villa hermosa;3;8.0;2019/04/22;8281000;microempresarial
2202;femenino;servicio;comidas rapidas;santa lucia;2;12.0;13/01/2017;6890000;microempresarial
2203;femenino;servicio;fabrica de alimentos;jesus nazareno;3;10.0;23/08/2017;4000000;microempresarial
2204;masculino;comercio;comidas rapidas;belen;2;16.0;2/02/2017;3500000;microempresarial
2205;femenino;comercio;comidas rapidas;cabecera san antonio ;2;80.0;13/06/2017;4000000;microempresarial
2206;femenino;comercio;comidas rapidas;enciso;2;8.0;2019/03/15;8281000;microempresarial
2207;femenino;comercio;tienda;santo domingo savio ;1;1.0;17/04/2017;2000000;microempresarial
2208;femenino;industria;marqueteria;Santo Domingo Savio ;1;1.0;6/10/2017;7377000;microempresarial
2209;masculino;industria;fabrica de ;campo valdes no. 1;3;4.0;2018/04/9;2000000;microempresarial
2210;masculino;comercio;variedades;castilla;2;5.0;7/02/2018;7000000;microempresarial
2211;femenino;comercio;tienda;altavista;2;16.0;2018/01/23;4000000;microempresarial
2212;masculino;servicio;variedades;doce de octubre no.1;2;6.0;15/09/2017;73000000;microempresarial
2213;masculino;comercio;comidas-rapidas;20 de julio;2;13.0;23/08/2018;5000000;Microempresarial
2214;masculino;comercio;tienda;san javier no.1;1;13.0;13/02/2018;3000000;microempresarial
2215;Femenino;industria;fabrica de ;20 de julio;01;13.0;2/06/2016;5000000;microempresarial
2216;masculino;industria;publicidad y ;villa hermosa;2;8.0;5/10/2017;7377000;microempresarial
2217;femenino;servicio;Peluqueria;robledo;3;7.0;17/03/2017;3000000;microempresarial
2218;Masculino;comercio;tienda;campo valdes no. 1;2;4.0;31/05/2017;7000000;microempresarial
2219;femenino;industria;fabrica de ;popular;1;1.0;23/11/2017;7300000;microempresarial
2220;femenino;industria;fabrica de ;la loma oriental;2;60.0;16/12/2016;6890000;microempresarial
2221;femenino;servicio;fabrica de ;manrique central no. 2;1;3.0;27/07/2016;5000000;microempresarial
2222;femenino;Industria;fabrica de ;barrio caicedo;1;9.0;19/09/2017;$ 7,200,000.00;microempresarial
2223;masculino;agropecuaria;sembrados;cabecera_san_cristobal;2;60.0;20/10/2017;7300000;microempresarial
2224;femenino;comercio;papeleria;cabecera san cristobal;1;60.0;15/11/2017;400000;microempresarial
2225;femenino;servicio;restaurante;santa cruz;2;2.0;23/06/2016;$ 6,000,000.00;microempresarial
2226;femenino;Comercio;fabrica de ;popular;1;1.0;22/10/2018;7800000;microempresarial
2227;femenino;servicio;variedades;buenos_aires;2;9.0;23/11/2018;7000000;microempresarial
2228;masculino;comercio;comidas_rapidas;manrique oriental;2;3.0;4/12/2018;7812000;microempresarial
2229;masculino;industria;Ferreteria;manrique central no. 1;2;4.0;4/04/2017;4500000;microempresarial
2230;masculino;servicio;comidas rapidas;popular;2;1.0;17/05/2016;$ 6,890,000.00;microempresarial
2231;femenino;servicio;peluqueria;cabecera san antonio ;3;80.0;6/04/2018;3000000;microempresarial
2232;femenino;comercio;variedades;manrique oriental;2;3.0;3/05/2017;5000000;microempresarial
2233;femenino;servicio;peluqueria;manrique central no. 1;2;4.0;7/10/2016;6890000;microempresarial
2234;femenino;servicio;peluqueria;SAN JAVIER NO.1;2;13.0;9/11/2018;5000000;MICROEMPRESARIAL
2235;femenino;servicio;peluqueria;castilla;3;5.0;22/09/2017;2500000;microempresarial
2236;Femenino;servicio;peluqueria;alfonso lopez;3;5.0;29/08/2017;7000000;microempresarial
2237;masculino;comercio;legumbreria;moravia;1;4.0;26/04/2017;7300000;microempresarial
2238;masculino;comercio;almacen de ropa en ;hector abad gomez;2;5.0;7/11/2018;4000000;microempresarial
2239;femenino;industria;variedades;robledo;2;7.0;4/05/2016;6890000;microempresarial
2240;Masculino;industria;fotografia;popular;2;1.0;16/08/2017;2000000;Microempresarial
2241;femenino;industria;fabrica de helados;belen;03;16.0;12/06/2017;7000000;microempresarial
2242;masculino;industria;fabrica de ;aranjuez;3;4.0;24/02/2016;6000000;microempresarial
2243;femenino;comercio;tienda;CABECERA SAN CRISTOBAL;2;60.0;2/05/2017;7000000;microempresarial
2244;femenino;servicio;fabrica de ;alfonso lopez;2;5.0;18/07/2016;6890000;microempresarial
2245;femenino;industria;fabrica de alimentos;popular;2;1.0;17/08/2017;7000000;microempresarial
2246;femenino;industria;fabrica de ;santo domingo savio ;1;1.0;20/11/2018;6000000;microempresarial
2247;Masculino;servicio;barberia;manrique central no. 2;2;3.0;18/10/2017;7000000;microempresarial
2248;femenino;comercio;tienda;manrique central no. 1;2;4.0;8/08/2017;$ 5,000,000.00;microempresarial
2249;Femenino;Industria;fabrica de ;belen;2;16.0;7/04/2017;7370000;microempresarial
2250;femenino;comercio;bares;san javier no.1;3;13.0;24/08/2017;7370000;microempresarial
2251;femenino;industria;Fabrica De ;la loma;2;60.0;13/12/2018;7800000;microempresarial
2252;femenino;servicio;mantenimiento en ;robledo;2;7.0;1/11/2017;7377000;microempresarial
2253;femenino;servicio;productos de belleza;florencia;3;5.0;29/01/2019;8200000;microempresarial
2254;femenino;comercio;tienda;popular;02;1.0;2018/03/20;7500000;microempresarial
2255;masculino;servicio;lavanderia;san javier no.2;1;13.0;28/03/2016;$ 6,000,000.00;microempresarial
2256;masculino;comercio;cafe e internet;popular;2;1.0;15/11/2017;3000000;microempresarial
2257;Femenino;comercio;variedades;san javier no.1;1;13.0;27/04/2017;5000000;microempresarial
2258;femenino;comercio;almacen de ropa en ;campo valdes no. 1;3;4.0;21/03/2019;8000000;microempresarial
2259;femenino;comercio;tienda;popular;2;1.0;13/06/2017;7000000;microempresarial
2260;femenino;comercio;miscelanea;lopez de mesa;3;7.0;6/06/2017;$ 2,000,000.00;microempresarial
2261;femenino;industria;fabrica de ;guayabal;3;15.0;27/01/2017;3000000;microempresarial
2262;femenino;comercio;variedades;robledo;3;7.0;22/03/2018;3000000;microempresarial
2263;masculino;comercio;variedades;cabecera san cristobal;1;60.0;18/09/2018;3000000;microempresarial
2264;masculino;comercio;taller de mecanica;aranjuez;3;4.0;28/03/2017;7000000;microempresarial
2265;femenino;Servicio;comidas rapidas;buenos aires;2;9.0;22/09/2016;6890000;microempresarial
2266;femenino;industria;fabrica de ;robledo;3;7.0;1/03/2018;1000000;MICROEMPRESARIAL
2267;femenino;servicio;charcuteria;castilla;1;5.0;29/06/2017;7300000;microempresarial
2268;masculino;industria;almacen de ropa en ;barrio caicedo;2;9.0;2019/04/8;8000000;microempresarial
2269;masculino;comercio;tienda;la milagrosa;2;9.0;5/09/2016;6890000;microempresarial
2270;femenino;comercio;variedades;carpinelo;1;1.0;2018/04/11;4000000;microempresarial
2271;femenino;servicio;lavanderia;cabecera san antonio ;3;80.0;2018/04/4;7800000;microempresarial
2272;masculino;comercio;tienda;manrique oriental;3;3.0;31/05/2018;5000000;microempresarial
2273;Femenino;comercio;variedades;playon de los ;2;2.0;23/11/2016;4130000;microempresarial
2274;femenino;comercio;variedades;cabecera san cristobal;2;60.0;6/11/2018;2000000;microempresarial
2275;masculino;servicio;mantenimiento en ;la francia;2;2.0;28/06/2019;5000000;microempresarial
2276;masculino;servicio;variedades;san javier no.1;3;13.0;24/05/2017;73000000;microempresarial
2277;femenino;servicio;restaurante;miranda;2;4.0;17/03/2017;6000000;microempresarial
2278;masculino;industria;fabrica de ;robledo;02;7.0;17/05/2018;3200000;microempresarial
2279;femenino;industria;fabrica de ;la libertad;2;8.0;31/05/2018;7800000;microempresarial
2280;femenino;comercio;comidas rapidas;guayabal;03;15.0;13/02/2018;6000000;microempresarial
2281;femenino;comercio;variedades;granizal;2;1.0;2018/06/6;7800000;microempresarial
2282;femenino;industria;fabrica de ;llanaditas;1;8.0;22/02/2017;5000000;microempresarial
2283;Femenino;comercio;papeleria;cabecera san cristobal;2;60.0;13/11/2018;7800000;microempresarial
2284;femenino;comercio;tienda;san javier no.1;2;13.0;16/01/2018;4000000;microempresarial
2285;Femenino;Industria;fabrica de ;cabecera san antonio ;3;80.0;9/11/2016;4000000;microempresarial
2286;femenino;servicio;productos de belleza;Cabecera San Cristobal;3;60.0;2/05/2019;8000000;microempresarial
2287;masculino;servicio;barberia;buenos aires;3;9.0;28/03/2017;7000000;microempresarial
2288;femenino;comercio;tienda;manrique oriental;1;3.0;20/06/2017;7300000;MICROEMPRESARIAL
2289;femenino;industria;fabrica de ;manrique central no. 2;1;3.0;21/11/2018;7000000;microempresarial
2290;femenino;industria;fabrica de ;san javier no.1;2;13.0;7/03/2017;7370000;microempresarial
2291;masculino;comercio;variedades;santa cruz;2;2.0;2/08/2018;2000000;microempresarial
2292;femenino;comercio;tienda;enciso;2;8.0;17/05/2018;7800000;microempresarial
2293;femenino;industria;fabrica de ;robledo;3;7.0;25/04/2018;1100000;microempresarial
2294;masculino;servicio;barberia;santa cruz;2;2.0;11/03/2016;6400000;microempresarial
2295;masculino;Servicio;fabrica de ;san javier no.1;3;13.0;14/02/2017;6890000;microempresarial
2296;femenino;servicio;tienda;suburbano barro ;2;90.0;26/07/2017;7370000;microempresarial
2297;femenino;industria;fabrica de ;buenos aires;2;9.0;12/06/2017;7300000;microempresarial
2298;femenino;comercio;tienda;robledo;1;7.0;8/11/2016;2000000;microempresarial
2299;femenino;comercio;panaderia;santa cruz;2;2.0;5/06/2017;7377000;Microempresarial
2300;masculino;comercio;variedades;moravia;2;4.0;12/07/2018;7800000;microempresarial
2301;femenino;Comercio;comidas rapidas;manrique central no. 2;2;3.0;27/05/2019;4000000;Microempresarial
2302;masculino;comercio;restaurante;enciso;1;8.0;19/10/2016;4000000;Microempresarial
2303;masculino;comercio;ferreteria;PRADO;3;10.0;17/02/2017;7377000;microempresarial
2304;masculino;comercio;almacen de ropa en ;belen;3;16.0;18/06/2019;8000000;microempresarial
2305;femenino;servicio;peluqueria;Aranjuez;2;4.0;9/03/2018;5000000;microempresarial
2306;masculino;comercio;variedades;belen;3;16.0;21/07/2017;73000000;microempresarial
2307;femenino;servicio;cafe e internet;villa hermosa;1;8.0;16/03/2017;5000000;microempresarial
2308;femenino;industria;fabrica de ;carpinelo;1;1.0;3/04/2017;7377000;microempresarial
2309;femenino;servicio;peluqueria;enciso;2;8.0;25/04/2019;7000000;microempresarial
2310;femenino;comercio;cafeteria;el salvador;2;9.0;10/05/2018;5000000;microempresarial
2311;masculino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;6/06/2018;1000000;microempresarial
2312;femenino;industria;fabrica de ;popular;1;1.0;18/07/2017;7377000;microempresarial
2313;femenino;comercio;tienda_naturista;santo domingo savio ;1;1.0;6/11/2018;7000000;microempresarial
2314;Femenino;comercio;charcuteria;cabecera san cristobal;2;60.0;27/02/2019;7000000;microempresarial
2315;femenino;industria;fabrica de ;cabecera san cristobal;1;60.0;6/06/2017;$ 2,000,000.00;microempresarial
2316;femenino;industria;fabrica de ;san javier no.1;1;13.0;3/04/2018;7800000;microempresarial
2317;femenino;comercio;joyeria;robledo;2;7.0;28/06/2016;2000000;microempresarial
2318;femenino;comercio;almacen de ropa en ;doce de octubre no.1;2;6.0;26/04/2018;1000000;microempresarial
2319;femenino;servicio;mantenimiento en ;robledo;2;7.0;27/01/2017;7377000;microempresarial
2320;femenino;industria;carpinteria;aranjuez;2;4.0;15/05/2018;7800000;microempresarial
2321;femenino;comercio;variedades;santa cruz;2;2.0;14/03/2018;1500000;microempresarial
2322;Femenino;comercio;bares;cabecera san cristobal;2;60.0;7/11/2017;7300000;microempresarial
2323;femenino;servicio;fabrica de ;manrique central no. 1;1;8.0;12/07/2016;6000000;microempresarial
2324;femenino;servicio;comidas rapidas;el salvador;2;9.0;16/08/2016;3000000;microempresarial
2325;femenino;comercio;variedades;cabecera san antonio ;2;80.0;18/06/2018;5000000;microempresarial
2326;femenino;comercio;tienda;castilla;2;5.0;16/04/2018;7000000;microempresarial
2327;masculino;comercio;comidas rapidas;buenos aires;3;9.0;30/10/2018;783000;microempresarial
2328;femenino;comercio;variedades;popular;2;1.0;19/07/2017;7377000;microempresarial
2329;femenino;servicio;peluqueria;villatina;1;8.0;2017/10/4;2000000;Microempresarial
2330;masculino;industria;fabrica_de_;juan pablo ii;2;9.0;18/03/2019;8000000;microempresarial
2331;femenino;comercio;panaderia;san javier no.1;2;13.0;1/02/2018;2000000;microempresarial
2332;masculino;industria;fabrica de ;barrio caicedo;1;9.0;21/06/2018;7000000;microempresarial
2333;femenino;comercio;tienda;robledo;1;7.0;18/11/2016;6500000;microempresarial
2334;femenino;comercio;almacen de ropa en ;la pradera;3;13.0;2017/07/10;7000000;microempresarial
2335;masculino;servicio;mantenimiento en ;manrique oriental;2;3.0;11/10/2017;1200000;microempresarial
2336;masculino;comercio;comidas rapidas;aranjuez;3;4.0;15/11/2017;7000000;microempresarial
2337;femenino;comercio;variedades;guayabal;3;15.0;3/02/2017;$ 6,890,000.00;microempresarial
2338;femenino;comercio;variedades;barrio caicedo;2;9.0;31/10/2017;4000000;credioportuno
2339;masculino;industria;fabrica de ;belen;3;16.0;27/06/2017;7000000;microempresarial
2340;masculino;comercio;variedades;barrio caicedo;1;9.0;17/05/2018;4000000;microempresarial
2341;femenino;comercio;variedades;enciso;1;8.0;5/07/2018;2000000;microempresarial
2342;femenino;comercio;variedades;boston;3;10.0;20/02/2017;1000000;microempresarial
2343;masculino;comercio;cafeteria;castilla;3;5.0;2/02/2018;7812000;microempresarial
2344;Femenino;comercio;restaurante;belen;2;16.0;2/06/2017;3000000;microempresarial
2345;Femenino;comercio;variedades;buenos aires;3;9.0;4/05/2017;7377000;microempresarial
2346;femenino;comercio;venta de calzado;robledo;2;7.0;11/10/2018;7800000;microempresarial
2347;femenino;comercio;variedades;castilla;3;5.0;29/09/2017;5000000;microempresarial
2348;masculino;comercio;variedades;buenos aires;2;9.0;24/11/2017;7300000;microempresarial
2349;femenino;industria;fabrica de repuestos ;san benito;3;10.0;28/05/2018;5000000;Microempresarial
2350;femenino;comercio;almacen de ropa en ;manrique central no. 2;2;3.0;1/09/2016;3000000;microempresarial
2351;masculino;comercio;tienda;laureles;1;8.0;6/03/2019;8000000;microempresarial
2352;femenino;comercio;fabrica de alimentos;robledo;2;7.0;18/10/2016;4000000;microempresarial
2353;masculino;comercio;reciclaje;manrique central no. 1;2;4.0;25/05/2018;3000000;microempresarial
2354;femenino;servicio;cafe e internet;san javier no.1;1;13.0;31/10/2018;3000000;microempresarial
2355;femenino;comercio;almacen de ropa en ;alfonso lopez;3;5.0;29/05/2018;4500000;microempresarial
2356;femenino;comercio;almacen de ropa en ;cabecera san cristobal;3;60.0;8/11/2016;3000000;microempresarial
2357;femenino;comercio;tienda;santa cruz;2;2.0;25/09/2017;7370000;microempresarial
2358;femenino;comercio;tienda;cabecera san cristobal;1;60.0;2018/06/7;7800000;microempresarial
2359;femenino;comercio;Comidas Rapidas;San Javier No.1;1;13.0;8/05/2018;2500000;microempresarial
2360;femenino;comercio;variedades;san javier no.1;2;13.0;14/11/2017;7370000;Microempresarial
2361;femenino;industria;fabrica de ;enciso;2;8.0;2018/03/1;6000000;microempresarial
2362;femenino;comercio;tienda;13 de noviembre;2;8.0;12/05/2017;7000000;microempresarial
2363;femenino;comercio;variedades;robledo;2;7.0;5/04/2019;5000000;microempresarial
2364;femenino;industria;fabrica de calzado;robledo;2;7.0;21/11/2017;6000000;microempresarial
2365;masculino;servicio;barberia;miranda;2;4.0;18/10/2018;7000000;microempresarial
2366;femenino;servicio;cafe e internet;san jose de la cima no. ;2;;2018/02/28;5000000;microempresarial
2367;masculino;servicio;comidas rapidas;belencito;1;13.0;31/08/2017;5000000;microempresarial
2368;masculino;comercio;restaurante;robledo;2;7.0;7/10/2016;4000000;microempresarial
2369;femenino;comercio;comidas rapidas;san javier no.1;2;13.0;8/05/2018;1200000;microempresarial
2370;femenino;comercio;variedades;belencito;2;13.0;30/09/2016;6890000;microempresarial
2371;masculino;industria;almacen de ropa en ;barrio caicedo;2;9.0;8/04/2019;8000000;microempresarial
2372;femenino;comercio;tienda;belen;2;16.0;20/06/2018;7800000;microempresarial
2373;masculino;comercio;fabrica de ;manrique central no. 2;2;3.0;23/06/2016;6890000;microempresarial
2374;femenino;comercio;legumbreria;santo domingo savio ;1;1.0;2018/05/29;4000000;microempresarial
2375;femenino;comercio;tienda;cabecera san cristobal;2;60.0;22/09/2016;6890000;microempresarial
2376;femenino;Servicio;peluqueria;san javier no.1;2;13.0;7/02/2018;7800000;microempresarial
2377;masculino;comercio;variedades;robledo;2;7.0;19/04/2017;6000000;microempresarial
2378;masculino;servicio;variedades;buenos aires;2;9.0;2/05/2018;6000000;microempresarial
2379;masculino;comercio;variedades;centro admtivo;2;10.0;17/04/2017;$ 1,200,000.00;microempresarial
2380;femenino;comercio;almacen de ropa en ;ROBLEDO;3;7.0;6/02/2017;4400000;credioportuno
2381;masculino;agropecuaria;criadero de animales ;palmitas;2;50.0;11/12/2018;17000000;microempresarial
2382;femenino;comercio;Papeleria;granizal;2;1.0;14/03/2017;5000000;microempresarial
2383;femenino;industria;fabrica de ;castilla;2;5.0;29/09/2017;2000000;microempresarial
2384;femenino;comercio;almacen de ropa en ;belen;2;16.0;26/07/2017;5000000;microempresarial
2385;femenino;comercio;variedades;castilla;3;5.0;20/04/2018;7000000;microempresarial
2386;femenino;comercio;tienda;enciso;2;8.0;12/09/2016;6890000;microempresarial
2387;masculino;industria;fabrica de alimentos;robledo;2;7.0;2018/03/1;7800000;microempresarial
2388;masculino;comercio;variedades;manrique central no. 1;2;4.0;22/09/2016;5000000;microempresarial
2389;femenino;comercio;variedades;aranjuez;3;4.0;10/04/2018;7500000;microempresarial
2390;femenino;industria;fabrica de ;cabecera san antonio ;3;80.0;22/05/2018;4700000;microempresarial
2391;femenino;comercio;variedades;robledo;2;7.0;28/04/2016;$ 6,890,000.00;microempresarial
2392;femenino;industria;fabrica de ;pablo vi;2;2.0;28/12/2016;6890000;microempresarial
2393;masculino;comercio;fabrica de muebles;robledo;2;7.0;2018/03/1;7800000;Microempresarial
2394;femenino;comercio;comidas rapidas;aranjuez;1;4.0;23/06/2017;2000000;microempresarial
2395;masculino;industria;fabrica de calzado;belencito;2;13.0;19/10/2016;6890000;microempresarial
2396;femenino;comercio;comidas rapidas;20 de julio;1;13.0;23/01/2017;7000000;microempresarial
2397;femenino;comercio;tienda;tricentenario;3;5.0;8/06/2016;6000000;microempresarial
2398;MASCULINO;SERVICIO;barberia;robledo;2;7.0;29/09/2017;7377000;microempresarial
2399;masculino;servicio;comidas rapidas;la candelaria;3;10.0;5/03/2019;8200000;microempresarial
2400;femenino;comercio;restaurante;Cabecera San Antonio ;1;80.0;2018/10/11;7000000;microempresarial
2401;masculino;comercio;variedades;belen;2;8.0;11/10/2018;6000000;microempresarial
2402;femenino;Servicio;fabrica de ;barrio caycedo;2;;2016/02/15;4500000;microempresarial
2403;femenino;comercio;comidas rapidas;el salvador;2;9.0;29/08/2018;7000000;microempresarial
2404;femenino;servicio;cafe_e_internet;robledo;2;7.0;10/05/2016;6895000;microempresarial
2405;femenino;comercio;variedades;robledo;2;7.0;29/01/2018;7300000;microempresarial
2406;masculino;industria;fabrica de calzado;aranjuez;2;4.0;28/07/2017;7377000;Microempresarial
2407;femenino;industria;variedades;aranjuez;3;4.0;4/05/2018;7800000;microempresarial
2408;masculino;comercio;distribuidora de ;la colina;2;15.0;13/06/2019;8200000;microempresarial
2409;femenino;Comercio;variedades;llanaditas;2;8.0;6/02/2018;6000000;microempresarial
2410;masculino;SERVICIO;variedades;villa hermosa;2;8.0;27/04/2018;7800000;microempresarial
2411;femenino;comercio;comidas rapidas;versalles no. 1;01;3.0;6/08/2018;4000000;microempresarial
2412;masculino;comercio;fabrica de ;la milagrosa;3;9.0;2016/10/6;6500000;microempresarial
2413;femenino;comercio;Papeleria;enciso;2;8.0;4/11/2016;4000000;microempresarial
2414;femenino;servicio;comidas rapidas;robledo;2;7.0;21/02/2018;1500000;microempresarial
2415;femenino;comercio;tienda;lopez de mesa;3;7.0;2018/05/11;7800000;microempresarial
2416;masculino;servicio;reciclaje;santa cruz;2;2.0;2/02/2018;6000000;microempresarial
2417;femenino;comercio;variedades;manrique central no. 1;1;4.0;2017/02/13;5000000;microempresarial
2418;masculino;servicio;fotografia;robledo;3;7.0;7/07/2016;1500000;microempresarial
2419;femenino;servicio;productos-de-belleza;cabecera san antonio ;2;80.0;2019/01/22;8000000;microempresarial
2420;MASCULINO;comercio;legumbreria;robledo;01;7.0;13/06/2018;4000000;microempresarial
2421;femenino;servicio;peluqueria;florencia;3;5.0;9/11/2017;6000000;microempresarial
2422;masculino;comercio;variedades;enciso;1;8.0;19/04/2017;7000000;microempresarial
2423;masculino;comercio;legumbreria;pedregal;3;6.0;15/03/2018;7800000;microempresarial
2424;masculino;industria;venta de calzado;moravia;2;4.0;21/03/2017;$ 7,000,000.00;microempresarial
2425;femenino;comercio;almacen de ropa en ;robledo;3;7.0;2017/06/12;7377000;microempresarial
2426;femenino;industria;fabrica de ;campo valdes no. 1;3;4.0;11/04/2016;6600000;microempresarial
2427;Masculino;servicio;peluqueria;enciso;2;8.0;17/11/2017;7370000;microempresarial
2428;femenino;servicio;peluqueria;picacho;2;6.0;14/03/2018;6500000;microempresarial
2429;femenino;industria;fabrica de ;picacho;1;6.0;28/09/2016;6000000;microempresarial
2430;femenino;comercio;tienda naturista;villa hermosa;3;8.0;17/01/2017;7370000;Microempresarial
2431;masculino;comercio;VARIEDADES;andalucia;2;2.0;6/06/2018;7800000;microempresarial
2432;femenino;servicio;variedades;popular;2;1.0;13/02/2019;3500000;microempresarial
2433;femenino;comercio;tienda;moravia;2;4.0;10/05/2018;4000000;microempresarial
2434;Masculino;servicio;barberia;villatina;2;8.0;22/06/2018;4000000;microempresarial
2435;masculino;comercio;fabrica de calzado;castilla;3;5.0;2/05/2018;5000000;microempresarial
2436;masculino;Comercio;tienda;guayabal;2;15.0;5/09/2018;7800000;microempresarial
2437;femenino;comercio;bares;campo valdes no. 1;2;4.0;9/05/2017;6000000;microempresarial
2438;masculino;comercio;distribuidora de ;aranjuez;3;4.0;13/08/2018;7812000;microempresarial
2439;femenino;industria;fabrica de ;san javier no.1;1;13.0;24/09/2018;6000000;microempresarial
2440;masculino;servicio;fabrica de alimentos;belen;2;16.0;21/10/2016;6800000;microempresarial
2441;femenino;servicio;almacen de ropa en ;el salvador;3;9.0;26/05/2017;7377000;microempresarial
2442;masculino;servicio;taller de mecanica;guayabal;3;15.0;1/08/2016;6000000;microempresarial
2443;femenino;comercio;papeleria;manrique central no. 2;1;3.0;16/02/2018;4000000;microempresarial
